Date,Close,daily % chg,20day vol,previous 20d return,next 20 day return,zvol20,zfret20,zret20,vol20,ret20,fret20
1961-01-27,61.240002,1.0227697298378358,,,,-1.0194210563100445,0.721849529361723,1.5137372217625793,0.46392675147396906,5.495267967188067,3.3638094917110006
1961-01-30,61.970001,1.192029680208062,,,,-0.751036342533085,0.42647116286861564,1.8356997105113853,0.5054925393525792,6.6425743134989945,2.372112274130833
1961-01-31,61.779999,-0.3066031901468036,,,,-1.1642856517976083,0.5094375549611425,2.014070472334998,0.4391015981328491,7.312834809796764,2.67076890046567
1961-02-01,61.900002,0.19424247643642367,,,,-1.5977556018157504,0.6450756857237145,1.6376648711982218,0.3687611050784089,6.065800101682672,3.1502357625125654
1961-02-02,62.299999,0.6461986867140945,,,,-1.5313212775738123,0.4911467410399175,1.712922998886716,0.3768600859780817,6.368446303568387,2.6484783731697936
1961-02-03,62.220001,-0.128407706716005,,,,-1.5918417496515236,0.5719252446140343,1.7502134170120949,0.3648426155742491,6.541093954072119,2.9411796377180943
1961-02-06,61.759998,-0.7393169280084044,,,,-1.216424321373314,0.5149069275983785,1.296387029967165,0.4227384623766238,5.016148528887121,2.768787330595446
1961-02-07,61.650002,-0.17810233737378667,,,,-1.1418937105029432,0.5492146497092236,1.1501225410909603,0.433126862684036,4.544685356203404,2.903482468662366
1961-02-08,62.209999,0.9083487134355694,,,,-0.9696456562471202,0.29618951405321275,1.3288444442189744,0.4594133783109997,5.191072120241325,2.073623245034928
1961-02-09,62.02,-0.30541553295958535,,,,-0.8601158251528503,0.37571440952370205,1.1344033073395623,0.47585991015661966,4.551584625758598,2.354079329248626
1961-02-10,61.5,-0.8384392131570495,,,,-0.534204115618197,0.7170462219752645,0.7292249580149363,0.5273308074275992,3.1879229257692376,3.5121951219512226
1961-02-13,61.139999,-0.5853674796747921,,,,-0.377531079672306,0.7569074259103694,0.5562507019930175,0.5517695059239681,2.6183231749471902,3.6637259349644458
1961-02-14,61.41,0.4416110638143733,,,,-0.34674608329721324,0.7087155616443235,0.6528278901256278,0.5560413092942196,2.967808567535335,3.517342452369321
1961-02-15,61.919998,0.8304803777886338,,,,-0.21783074723540358,0.757823532965758,0.8779604610371669,0.5760503410070191,3.753347855227873,3.698322147878619
1961-02-16,62.299999,0.6136967252486025,,,,-0.163849358687271,0.46266998001629484,1.012119506235362,0.5838097018945265,4.232891082482837,2.728733591151422
1961-02-17,62.099998,-0.3210288976088105,,,,-0.0882440088099339,0.9699243455035546,0.8087484078228487,0.5949196603771447,3.5690444224323548,4.444449418500773
1961-02-20,62.32,0.35427054281065296,,,,-0.11340715691333327,0.7949414153976069,0.7430848314967454,0.5900411903719633,3.367057499302417,3.883180359435179
1961-02-21,62.360001,0.06418645699615144,,,,-0.10808642940049547,0.7505453651581842,0.6759787030192382,0.5899972834485868,3.159636010593281,3.752398913527921
1961-02-23,62.59,0.3688245611157104,,,,-0.09067302807238235,0.551107219266568,0.7422986075922079,0.5918373757872443,3.4032728135350077,3.0995350694999146
1961-02-24,62.84,0.39942482824733005,,,,-0.07150784893202582,0.37270728078330345,0.8137372356509329,0.5940330837745792,3.6621594137604685,2.5143189051559656
1961-02-27,63.299999,0.7320162316995393,,,,-0.18435609498730754,0.11446595019786886,0.721849529361723,0.575638601969953,3.3638094917110006,1.6587662189378571
1961-02-28,63.439999,0.22116903982889458,,,,-0.5150593743353866,0.05930124674353905,0.42647116286861564,0.5232093929522748,2.372112274130833,1.481711877076175
1961-03-01,63.43,-0.015761349554876958,,,,-0.5649497647081512,0.3208240978194886,0.5094375549611425,0.5147429216712824,2.67076890046567,2.364811603342276
1961-03-02,63.849998,0.6621440958537006,,,,-0.47403309882607975,0.17919201431148027,0.6450756857237145,0.528125702717128,3.1502357625125654,1.8950666216152268
1961-03-03,63.950001,0.15662177467883343,,,,-0.5504570022369776,0.3829228606314353,0.4911467410399175,0.5154280475846607,2.6484783731697936,2.5801360034380494
1961-03-06,64.050003,0.15637529075254175,,,,-0.5684053696059287,0.36343767746785616,0.5719252446140343,0.511774780336468,2.9411796377180943,2.513662645730075
1961-03-07,63.470001,-0.9055456250329885,,,,-0.45862592092717563,0.5502851672689946,0.5149069275983785,0.5280067289707404,2.768787330595446,3.1353363299931214
1961-03-08,63.439999,-0.047269575432973276,,,,-0.47479083256592436,0.6378848667035939,0.5492146497092236,0.5246846520898303,2.903482468662366,3.4205580614842024
1961-03-09,63.5,0.09457913137735918,,,,-0.6743977104140823,0.7764432138415779,0.29618951405321275,0.4929251956365873,2.073623245034928,3.874014173228346
1961-03-10,63.48,-0.03149606299213126,,,,-0.7214644333119212,1.0549697451634876,0.37571440952370205,0.48469252974308286,2.354079329248626,4.804661310649028
1961-03-13,63.66,0.2835538752362865,,,,-1.0685500343707195,1.0055230394551502,0.7170462219752645,0.43007744788311714,3.5121951219512226,4.649706251963548
1961-03-14,63.380001,-0.4398350612629498,,,,-1.1409049895211951,0.9937907188881435,0.7569074259103694,0.41761040197524024,3.6637259349644458,4.62290462885917
1961-03-15,63.57,0.29977752761474186,,,,-1.1543238573305445,0.8727377569924597,0.7087155616443235,0.41413997927360563,3.517342452369321,4.231558911436206
1961-03-16,64.209999,1.006762623879176,,,,-1.0397538962824102,0.6119055371973108,0.757823532965758,0.43040783152402584,3.698322147878619,3.3639682816378746
1961-03-17,64.0,-0.32705030878446006,,,,-1.0199508597736948,1.784692131701608,0.46266998001629484,0.4322194727764261,2.728733591151422,7.312500000000011
1961-03-20,64.860001,1.3437515624999952,,,,-0.6048042184393522,0.2175726807270759,0.9699243455035546,0.4953495359683235,4.444449418500773,2.065982083472373
1961-03-21,64.739998,-0.18501849853501673,,,,-0.5559828988339951,0.0934149377438816,0.7949414153976069,0.5022189977269065,3.883180359435179,1.652764956835484
1961-03-22,64.699997,-0.06178715050315642,,,,-0.535399327965256,0.11432485874487819,0.7505453651581842,0.5046884145722627,3.752398913527921,1.7310711776385324
1961-03-23,64.529999,-0.26274808018923457,,,,-0.4815282064466519,0.16755406324247857,0.551107219266568,0.5123192819646908,3.0995350694999146,1.921583789269854
1961-03-24,64.419998,-0.17046490268812775,,,,-0.46775012476627936,-0.41547078500907936,0.37270728078330345,0.5137957901389257,2.5143189051559656,-0.031040050637698435
1961-03-27,64.349998,-0.1086619096138608,,,,-0.5809043731074633,0.02959134084629232,0.11446595019786886,0.4956309155749703,1.6587662189378571,1.476309292193001
1961-03-28,64.379997,0.04661849406739638,,,,-0.5827095195077949,0.1276118663399478,0.05930124674353905,0.4946140653321627,1.481711877076175,1.8173439803049307
1961-03-29,64.93,0.8543072780820449,,,,-0.39061199106067346,-0.17463908636907674,0.3208240978194886,0.5236473395171206,2.364811603342276,0.8162621284460103
1961-03-30,65.059998,0.20021253657782623,,,,-0.48775932100519986,-0.3068167805613433,0.17919201431148027,0.5083582662628416,1.8950666216152268,0.38426069425947507
1961-04-03,65.599998,0.8300030996004848,,,,-0.31848628778210186,-0.6215573312825989,0.3829228606314353,0.5342832848407018,2.5801360034380494,-0.6554878248624219
1961-04-04,65.660004,0.09147256376440538,,,,-0.31898618284247393,-0.4357305177835426,0.36343767746785616,0.5343041062100686,2.513662645730075,-0.030467558302305076
1961-04-05,65.459999,-0.3046070481506624,,,,-0.6199381830078722,-0.09841672310452822,0.5502851672689946,0.4881731527137173,3.1353363299931214,1.0999098854248546
1961-04-06,65.610001,0.22915062983732692,,,,-0.6307454795563403,-0.05400876349232105,0.6378848667035939,0.486035409733535,3.4205580614842024,1.265052564166269
1961-04-07,65.959999,0.533452209519103,,,,-0.5873360787253896,-0.18487553495420428,0.7764432138415779,0.49234457906516466,3.874014173228346,0.8489963743025575
1961-04-10,66.529999,0.8641601101297969,,,,-0.4622639855627894,-0.5011004740530274,1.0549697451634876,0.5113721659727556,4.804661310649028,-0.18036224530831868
1961-04-11,66.620003,0.1352833328616132,,,,-0.4579954979488904,-0.5199491750788422,1.0055230394551502,0.5117234468293671,4.649706251963548,-0.22516060228937596
1961-04-12,66.309998,-0.46533321230862734,,,,-0.4449771608541472,-0.4107208767449872,0.9937907188881435,0.5135054596571358,4.62290462885917,0.15081586942591318
1961-04-13,66.260002,-0.07539737823547554,,,,-0.4175746395781459,-0.4013378577852584,0.8727377569924597,0.5175614519671698,4.231558911436206,0.1961922669425853
1961-04-14,66.370003,0.16601418152688563,,,,-0.6439033561142524,-0.4049273284238953,0.6119055371973108,0.4822704751521876,3.3639682816378746,0.1958670997800116
1961-04-17,68.68,3.4804834949307084,,,,1.86453181346111,-1.2949016789482963,1.784692131701608,0.871534099457937,7.312500000000011,-2.693648806057092
1961-04-18,66.199997,-3.6109536983110258,,,,4.030635966867216,-0.05966790366230253,0.2175726807270759,1.2134298140312134,2.065982083472373,1.3293127490625167
1961-04-19,65.809998,-0.5891223831928638,,,,3.946251893567151,0.26666733719139646,0.0934149377438816,1.2219234045628322,1.652764956835484,2.40085252699751
1961-04-20,65.82,0.0151982985928667,,,,3.813023821567959,0.07316120273656784,0.11432485874487819,1.221544253124612,1.7310711776385324,1.7775721665147515
1961-04-21,65.769997,-0.07596931024003162,,,,3.680726529059462,0.22573596806839363,0.16755406324247857,1.2193938078801316,1.921583789269854,2.280675183853198
1961-04-24,64.400002,-2.0830090656686506,,,,4.108411048447247,0.6914419859550619,-0.41547078500907936,1.3132875240885655,-0.031040050637698435,3.804341496759589
1961-04-25,65.300003,1.397517037344187,,,,4.160732392028059,0.1703390932431978,0.02959134084629232,1.3490249559815177,1.476309292193001,2.113318432772515
1961-04-26,65.550003,0.38284837444799713,,,,4.019206351121507,-0.14596611768237566,0.1276118663399478,1.3506552233866487,1.8173439803049307,1.0831410640820271
1961-04-27,65.459999,-0.1373058670950944,,,,3.8264756802996267,-0.21902377885510646,-0.17463908636907674,1.3396166452026594,0.8162621284460103,0.8402123562513353
1961-04-28,65.309998,-0.22914910218682083,,,,3.7118585908949124,0.050593196322639915,-0.3068167805613433,1.3405093775624413,0.38426069425947507,1.7149012927546226
1961-05-01,65.169998,-0.21436227880452519,,,,3.5402938068747196,0.180289308290195,-0.6215573312825989,1.3278948170839262,-0.6554878248624219,2.132883293935328
1961-05-02,65.639999,0.7211922885128841,,,,3.4966901611738694,-0.04377400332217766,-0.4357305177835426,1.3382145393051559,-0.030467558302305076,1.4015828976474909
1961-05-03,66.18,0.8226706401991413,,,,3.4530046564835155,-0.217675799954429,-0.09841672310452822,1.3481023033915194,1.0999098854248546,0.8310713206406639
1961-05-04,66.440002,0.39287095799334093,,,,3.3667343325426007,-0.17518787799439245,-0.05400876349232105,1.3496581351458201,1.265052564166269,0.9632751064637013
1961-05-05,66.519997,0.1204018627211978,,,,3.2601652799967895,-0.29646936344640035,-0.18487553495420428,1.3453716085800007,0.8489963743025575,0.556226723822606
1961-05-08,66.410004,-0.16535328466716903,,,,3.1223507782822595,-0.8184630843681995,-0.5011004740530274,1.3322488519021205,-0.18036224530831868,-1.159471395303635
1961-05-09,66.470001,0.09034331634734105,,,,3.049722536063077,-0.362094721425909,-0.5199491750788422,1.3320455352128588,-0.22516060228937596,0.300883100633631
1961-05-10,66.410004,-0.09026177087013698,,,,2.9643894932948576,-0.3328429886766032,-0.4107208767449872,1.3278247958214064,0.15081586942591318,0.3764493072459407
1961-05-11,66.389999,-0.030123473565812908,,,,2.9012737818266223,-0.5562773667339158,-0.4013378577852584,1.3276994858678726,0.1961922669425853,-0.3614957126298557
1961-05-12,66.5,0.1656891123013926,,,,2.8425007478703415,-0.7654949186880291,-0.4049273284238953,1.3276975830586837,0.1958670997800116,-1.0526270676691651
1961-05-15,66.830002,0.4962436090225397,,,,1.7063042645491808,-0.8272461191081898,-1.2949016789482963,1.0585131837701622,-2.693648806057092,-1.2718823500858178
1961-05-16,67.080002,0.3740834842411056,,,,0.15667100097404346,-1.0696630613214853,-0.05966790366230253,0.6743344284138404,1.3293127490625167,-2.072152591766452
1961-05-17,67.389999,0.4621302784099557,,,,0.1026531659480566,-1.4362434745832011,0.26666733719139646,0.6612436822594382,2.40085252699751,-3.2794168760857167
1961-05-18,66.989998,-0.5935613680599694,,,,0.17642381416108588,-1.5218000997614698,0.07316120273656784,0.6801018101721421,1.7775721665147515,-3.5975460097789624
1961-05-19,67.269997,0.4179713514844474,,,,0.18496333066756165,-1.3701583553481766,0.22573596806839363,0.6827078786767267,2.280675183853198,-3.1514718218286886
1961-05-22,66.849998,-0.6243481770929815,,,,-0.6083073614475422,-1.1762174473196014,0.6914419859550619,0.4847460670240323,3.804341496759589,-2.557964175256966
1961-05-23,66.68,-0.25429768898421745,,,,-0.940797381902818,-1.2010907488074,0.1703390932431978,0.40136506155733276,2.113318432772515,-2.6694631073785335
1961-05-24,66.260002,-0.6298710257948481,,,,-0.8335971933266388,-0.8825163041587669,-0.14596611768237566,0.42754612026641714,1.0831410640820271,-1.6601237047955353
1961-05-25,66.010002,-0.3773015280017611,,,,-0.7972015166697852,-1.081394219321745,-0.21902377885510646,0.43649442594846677,0.8402123562513353,-2.3329812957739393
1961-05-26,66.43,0.6362641831157756,,,,-0.7400842873876157,-1.261543215688703,0.050593196322639915,0.4507833000307953,1.7149012927546226,-2.9504726780069435
1961-05-31,66.559998,0.1956917055546903,,,,-0.7610897448673102,-1.2545139419085414,0.180289308290195,0.44569862630410595,2.132883293935328,-2.959738670665213
1961-06-01,66.559998,0.0,,,,-0.8595839102482674,-1.276736440716852,-0.04377400332217766,0.42188917868498693,1.4015828976474909,-3.064905440652188
1961-06-02,66.730003,0.2554161735401461,,,,-1.005168616259359,-1.287498494857432,-0.217675799954429,0.3862178655049825,0.8310713206406639,-3.132030430149979
1961-06-05,67.080002,0.5245002012063349,,,,-0.9782752080382827,-1.1739708704852168,-0.17518787799439245,0.39356161097351017,0.9632751064637013,-2.7877205489648005
1961-06-06,66.889999,-0.28324835172185425,,,,-0.9529039081332517,-0.8955647006745654,-0.29646936344640035,0.39998753309126206,0.556226723822606,-1.8836926578515878
1961-06-07,65.639999,-1.8687397498690306,,,,-0.21934595228347148,-0.25008777157500917,-0.8184630843681995,0.5829447993002649,-1.159471395303635,0.25898690217833753
1961-06-08,66.669998,1.5691636436496736,,,,0.19488324928423909,-0.7354453453878224,-0.362094721425909,0.6870626915875018,0.300883100633631,-1.3499340437958307
1961-06-09,66.660004,-0.014990250937174654,,,,0.18860090276027058,-0.7575331127816363,-0.3328429886766032,0.6866486900973389,0.3764493072459407,-1.4251499294839598
1961-06-12,66.150002,-0.7650794620414403,,,,0.27353133710689176,-0.5391028367733001,-0.5562773667339158,0.7088385883730047,-0.3614957126298557,-0.6953892457932098
1961-06-13,65.800003,-0.5290990013877783,,,,0.299386108205948,-0.5534917254909975,-0.7654949186880291,0.7164646764396813,-1.0526270676691651,-0.7294878086859802
1961-06-14,65.980003,0.2735562185308682,,,,0.2649807218192787,-0.8503296229418709,-0.8272461191081898,0.709215135505593,-1.2718823500858178,-1.6974870401263886
1961-06-15,65.690002,-0.43952862505930446,,,,0.24840139000974498,-0.5275417307819578,-1.0696630613214853,0.7062378961264191,-2.072152591766452,-0.6241482531847087
1961-06-16,65.18,-0.7763768982683272,,,,0.25292257282817626,-0.5230166924208448,-1.4362434745832011,0.7084396612979271,-3.2794168760857167,-0.598341515802403
1961-06-19,64.580002,-0.9205247008284956,,,,0.30576266883541686,-0.42555174888921715,-1.5218000997614698,0.7225023367525976,-3.5975460097789624,-0.2632362879146255
1961-06-20,65.150002,0.8826261727276075,,,,0.41248976132779624,-0.5594198235781458,-1.3701583553481766,0.7497191096542181,-3.1514718218286886,-0.6907213909218335
1961-06-21,65.139999,-0.01535379845422069,,,,0.37662583319195847,-0.5535811641297618,-1.1762174473196014,0.7420802389237079,-2.557964175256966,-0.6601166819176774
1961-06-22,64.900002,-0.3684326123492898,,,,0.37806280685748034,-0.3763395201172254,-1.2010907488074,0.7435492495923728,-2.6694631073785335,-0.06163482090494332
1961-06-23,65.160004,0.40061940213806935,,,,0.3712008784609793,-0.5032798992150685,-0.8825163041587669,0.7429784971466443,-1.6601237047955353,-0.4450598253493143
